,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year
69162,Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Yea= rs, Bachelor of Technology)",SC,Female-only (including Supernumerary),1287,1287,2022
69163,Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Yea= rs, Bachelor of Technology)",ST,Gender-Neutral,327,455,2022
69164,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Gender-Neutral,11094,12874,2022
69165,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Female-only (including Supernumerary),18286,20164,2022
69166,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",EWS,Gender-Neutral,1772,2099,2022
69167,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",EWS,Female-only (including Supernumerary),3023,3023,2022
69168,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Gender-Neutral,3932,4722,2022
69169,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Female-only (including Supernumerary),7909,8166,2022
69170,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",SC,Gender-Neutral,2141,2592,2022
69171,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",SC,Female-only (including Supernumerary),3262,3358,2022
69172,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",ST,Gender-Neutral,1091,1195,2022
69173,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",ST,Female-only (including Supernumerary),1418,1418,2022
69174,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Gender-Neutral,11417,13741,2022
69175,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Female-only (including Supernumerary),20691,21802,2022
69177,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Gender-Neutral,1898,2170,2022
69178,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Female-only (including Supernumerary),3231,3231,2022
69179,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Gender-Neutral,3699,4715,2022
69180,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Female-only (including Supernumerary),7614,8109,2022
69181,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",SC,Gender-Neutral,1989,2365,2022
69182,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",SC,Female-only (including Supernumerary),3367,3394,2022
69183,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",ST,Gender-Neutral,766,941,2022
69184,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",ST,Female-only (including Supernumerary),1317,1317,2022
69185,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN,Gender-Neutral,1491,2685,2022
69186,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN,Female-only (including Supernumerary),4458,6130,2022
69187,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN (PwD),Gender-Neutral,101,121,2022
69188,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN (PwD),Female-only (including Supernumerary),131,131,2022
69189,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",EWS,Gender-Neutral,303,415,2022
69190,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",EWS,Female-only (including Supernumerary),1020,1020,2022
69191,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OBC-NCL,Gender-Neutral,571,1007,2022
69192,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OBC-NCL,Female-only (including Supernumerary),2463,2784,2022
69193,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OBC-NCL (PwD),Gender-Neutral,50,50,2022
69194,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",SC,Gender-Neutral,286,630,2022
69195,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",SC,Female-only (including Supernumerary),845,1366,2022
69196,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",ST,Gender-Neutral,203,324,2022
69197,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",ST,Female-only (including Supernumerary),462,462,2022
69198,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",OPEN,Gender-Neutral,5453,7028,2022
69199,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10402,12123,2022
69200,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",EWS,Gender-Neutral,992,1125,2022
69201,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",EWS,Female-only (including Supernumerary),1942,2038,2022
69202,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",OBC-NCL,Gender-Neutral,1686,2386,2022
69203,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4711,5616,2022
69204,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",SC,Gender-Neutral,1146,1574,2022
69205,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",SC,Female-only (including Supernumerary),2122,2478,2022
69206,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",ST,Gender-Neutral,611,779,2022
69207,Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years= , Bachelor of Technology)",ST,Female-only (including Supernumerary),1208,1208,2022
69208,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OPEN,Gender-Neutral,11037,12318,2022
69209,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OPEN,Female-only (including Supernumerary),20984,22268,2022
69210,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",EWS,Gender-Neutral,1883,2103,2022
69211,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",EWS,Female-only (including Supernumerary),3573,3573,2022
69212,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OBC-NCL,Gender-Neutral,4460,4920,2022
69213,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OBC-NCL,Female-only (including Supernumerary),8131,8874,2022
69214,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",SC,Gender-Neutral,2293,2786,2022
69215,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",SC,Female-only (including Supernumerary),3458,3458,2022
69216,Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Techn= ology)",ST,Gender-Neutral,1316,1355,2022
69217,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",OPEN,Gender-Neutral,4009,5785,2022
69218,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",OPEN,Female-only (including Supernumerary),6970,10027,2022
69219,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",EWS,Gender-Neutral,743,895,2022
69220,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",EWS,Female-only (including Supernumerary),1778,1778,2022
69221,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",OBC-NCL,Gender-Neutral,1628,2152,2022
69222,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",OBC-NCL,Female-only (including Supernumerary),4548,5503,2022
69223,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",SC,Gender-Neutral,1159,1501,2022
69224,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",SC,Female-only (including Supernumerary),1894,1894,2022
69225,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",ST,Gender-Neutral,600,668,2022
69226,Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of=  Science)",ST,Female-only (including Supernumerary),1126,1126,2022
69227,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OPEN,Gender-Neutral,8251,10861,2022
69228,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OPEN,Female-only (including Supernumerary),17672,19143,2022
69229,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",EWS,Gender-Neutral,1531,1754,2022
69230,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",EWS,Female-only (including Supernumerary),3097,3116,2022
69231,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OBC-NCL,Gender-Neutral,2836,3858,2022
69232,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OBC-NCL,Female-only (including Supernumerary),6213,7886,2022
69233,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",SC,Gender-Neutral,1687,2108,2022
69234,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",SC,Female-only (including Supernumerary),2967,3290,2022
69235,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",ST,Gender-Neutral,962,1028,2022
69236,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",ST,Female-only (including Supernumerary),1532,1532,2022
69237,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OPEN,Gender-Neutral,13803,14895,2022
69238,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),22511,23213,2022
69239,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",EWS,Gender-Neutral,2148,2226,2022
69240,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3889,3889,2022
69241,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4886,5285,2022
69242,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),9006,9006,2022
69243,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",SC,Gender-Neutral,2387,2793,2022
69244,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",SC,Female-only (including Supernumerary),3520,3520,2022
69245,Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",ST,Gender-Neutral,1272,1336,2022
69247,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",OPEN,Gender-Neutral,15376,17464,2022
69248,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",OPEN,Female-only (including Supernumerary),9537,24098,2022
69249,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",EWS,Gender-Neutral,2595,2804,2022
69250,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",EWS,Female-only (including Supernumerary),4162,4162,2022
69251,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",OBC-NCL,Gender-Neutral,4541,5783,2022
69252,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",OBC-NCL,Female-only (including Supernumerary),6716,6716,2022
69253,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",SC,Gender-Neutral,2751,3162,2022
69254,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",SC,Female-only (including Supernumerary),2808,2808,2022
69255,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architectur= e)",ST,Gender-Neutral,892,1382,2022
69257,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",OPEN,Gender-Neutral,6480,7855,2022
69258,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",OPEN,Female-only (including Supernumerary),10909,13326,2022
69259,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",EWS,Gender-Neutral,1295,1443,2022
69260,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",EWS,Female-only (including Supernumerary),2689,2689,2022
69261,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",OBC-NCL,Gender-Neutral,3014,3393,2022
69262,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",OBC-NCL,Female-only (including Supernumerary),6943,7360,2022
69263,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",SC,Gender-Neutral,1811,1949,2022
69264,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",SC,Female-only (including Supernumerary),2961,2961,2022
69265,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",ST,Gender-Neutral,1139,1168,2022
69266,Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachel= or of Technology)",ST,Female-only (including Supernumerary),1285,1285,2022
69267,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Gender-Neutral,4222,5075,2022
69268,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Female-only (including Supernumerary),5930,10128,2022
69269,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",EWS,Gender-Neutral,615,939,2022
69270,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",EWS,Female-only (including Supernumerary),1455,1779,2022
69271,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Gender-Neutral,1663,2307,2022
69272,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Female-only (including Supernumerary),4555,5335,2022
69273,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",SC,Gender-Neutral,1086,1338,2022
69274,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",SC,Female-only (including Supernumerary),1588,2023,2022
69275,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",ST,Gender-Neutral,645,883,2022
69276,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",ST,Female-only (including Supernumerary),839,1080,2022
69277,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",OPEN,Gender-Neutral,10145,12342,2022
69278,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",OPEN,Female-only (including Supernumerary),18073,19536,2022
69279,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",EWS,Gender-Neutral,1836,1961,2022
69280,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),3786,3786,2022
69281,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",OBC-NCL,Gender-Neutral,3087,4884,2022
69282,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),8639,8708,2022
69283,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",SC,Gender-Neutral,1510,2463,2022
69284,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),3445,3445,2022
69285,Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science=  and Master of Science (Dual Degree))",ST,Gender-Neutral,1135,1228,2022
69286,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Gender-Neutral,4433,6853,2022
69287,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Female-only (including Supernumerary),8677,13274,2022
69288,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Gender-Neutral,926,1198,2022
69289,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Female-only (including Supernumerary),2120,2278,2022
69290,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Gender-Neutral,1801,2811,2022
69291,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Female-only (including Supernumerary),4495,6037,2022
69292,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",SC,Gender-Neutral,1011,1378,2022
69293,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",SC,Female-only (including Supernumerary),671,2517,2022
69294,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",ST,Gender-Neutral,172,375,2022
69295,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",ST,Female-only (including Supernumerary),293,801,2022
69296,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN,Gender-Neutral,271,413,2022
69297,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN,Female-only (including Supernumerary),1011,1463,2022
69298,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN (PwD),Gender-Neutral,18,26,2022
69299,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN (PwD),Female-only (including Supernumerary),80,80,2022
69300,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",EWS,Gender-Neutral,53,75,2022
69301,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",EWS,Female-only (including Supernumerary),178,186,2022
69302,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OBC-NCL,Gender-Neutral,156,213,2022
69303,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OBC-NCL,Female-only (including Supernumerary),488,611,2022
69304,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OBC-NCL (PwD),Gender-Neutral,11,11,2022
69305,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",SC,Gender-Neutral,84,123,2022
69306,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",SC,Female-only (including Supernumerary),375,454,2022
69307,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",SC (PwD),Gender-Neutral,4,4,2022
69308,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",ST,Gender-Neutral,15,60,2022
69309,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",ST,Female-only (including Supernumerary),128,183,2022
69310,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",OPEN,Gender-Neutral,535,822,2022
69311,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1493,2228,2022
69312,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,88,88,2022
69313,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",EWS,Gender-Neutral,151,158,2022
69314,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",EWS,Female-only (including Supernumerary),323,323,2022
69315,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",OBC-NCL,Gender-Neutral,328,416,2022
69316,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),780,1108,2022
69317,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",SC,Gender-Neutral,196,288,2022
69318,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",SC,Female-only (including Supernumerary),638,638,2022
69319,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",ST,Gender-Neutral,103,130,2022
69320,Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Yea= rs, Bachelor of Technology)",ST,Female-only (including Supernumerary),235,235,2022
69321,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",OPEN,Gender-Neutral,5322,6382,2022
69322,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",OPEN,Female-only (including Supernumerary),9725,11071,2022
69323,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",EWS,Gender-Neutral,914,1173,2022
69324,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",EWS,Female-only (including Supernumerary),2283,2283,2022
69325,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",OBC-NCL,Gender-Neutral,2838,3227,2022
69326,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),6814,7103,2022
69327,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",SC,Gender-Neutral,1913,2088,2022
69328,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",SC,Female-only (including Supernumerary),2590,2590,2022
69329,Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Mas= ter of Science (Dual Degree))",ST,Gender-Neutral,1131,1141,2022
69330,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",OPEN,Gender-Neutral,1479,2135,2022
69331,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",OPEN,Female-only (including Supernumerary),3406,5031,2022
69332,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",OPEN (PwD),Gender-Neutral,155,167,2022
69333,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",EWS,Gender-Neutral,251,378,2022
69334,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",EWS,Female-only (including Supernumerary),707,790,2022
69336,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",OBC-NCL,Gender-Neutral,629,982,2022
69337,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",OBC-NCL,Female-only (including Supernumerary),1562,2559,2022
69339,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",SC,Gender-Neutral,292,551,2022
69340,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",SC,Female-only (including Supernumerary),618,1067,2022
69341,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",ST,Gender-Neutral,162,340,2022
69342,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Te= chnology)",ST,Female-only (including Supernumerary),397,492,2022
69343,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",OPEN,Gender-Neutral,648,1443,2022
69344,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1789,3142,2022
69345,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,72,76,2022
69346,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",EWS,Gender-Neutral,197,245,2022
69347,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",EWS,Female-only (including Supernumerary),588,610,2022
69348,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",OBC-NCL,Gender-Neutral,382,600,2022
69349,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1220,1517,2022
69350,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,27,27,2022
69351,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",SC,Gender-Neutral,224,372,2022
69352,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",SC,Female-only (including Supernumerary),679,802,2022
69353,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",ST,Gender-Neutral,106,197,2022
69354,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Ye= ars, Bachelor of Technology)",ST,Female-only (including Supernumerary),364,373,2022
69355,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OPEN,Gender-Neutral,2972,4901,2022
69356,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OPEN,Female-only (including Supernumerary),11139,11938,2022
